PID,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Utilities,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remodeled,Exter Qual,Exter Cond,Bsmt Unf Sqft,Total Bsmnt Sqft,Central Air,Living Area Sqft,Bedroom,Kitchen,Total Rooms,Garage Type,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,SalePrice,Month,Year,Total Full Baths,Total Half Baths
528166150,RL,110.0,14277,Pave,,AllPub,NridgHt,1Fam,2Story,8,5,2003,2003,Gd,TA,379.0,1317.0,Y,2385.0,3,1,7,Attchd,2003.0,3.0,818.0,TA,TA,Y,,350000.0,01,2007,3.0,1.0
533253180,RL,40.0,3840,Pave,,AllPub,Greens,TwnhsE,1Story,8,6,1978,1998,Gd,TA,0.0,1057.0,Y,1295.0,1,1,4,Attchd,1978.0,2.0,571.0,TA,TA,Y,,213750.0,07,2007,2.0,0.0
905107280,RL,,7703,Pave,,AllPub,Sawyer,1Fam,SFoyer,6,8,1978,1978,TA,TA,0.0,450.0,Y,1034.0,3,1,6,Basment,1978.0,2.0,504.0,TA,TA,Y,GdWo,153000.0,05,2008,1.0,1.0
907196060,RL,75.0,11166,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2001,2001,Gd,TA,1468.0,1492.0,Y,1492.0,3,1,6,Attchd,2001.0,2.0,608.0,TA,TA,Y,,201000.0,07,2009,2.0,0.0
535380110,RL,60.0,5400,Pave,,AllPub,OldTown,1Fam,1Story,4,7,1940,2005,Gd,TA,672.0,672.0,Y,672.0,2,1,4,Detchd,1997.0,1.0,308.0,TA,TA,N,,86900.0,07,2008,1.0,0.0
903400180,RL,64.0,13053,Pave,Pave,AllPub,BrkSide,1Fam,1.5Fin,6,7,1923,2000,TA,TA,833.0,833.0,Y,1848.0,4,1,8,Detchd,1922.0,2.0,370.0,TA,TA,N,,207000.0,06,2008,1.0,1.0
535153140,RL,82.0,9840,Pave,,AllPub,NAmes,1Fam,1Story,5,7,1959,1998,TA,TA,195.0,1248.0,Y,1440.0,2,1,7,Attchd,1959.0,1.0,480.0,TA,TA,Y,,185000.0,06,2008,3.0,0.0
923203140,RM,32.0,4500,Pave,,AllPub,Mitchel,TwnhsE,1Story,6,5,1997,1997,TA,TA,325.0,1189.0,Y,1189.0,2,1,4,Attchd,1997.0,2.0,392.0,TA,TA,Y,,160500.0,04,2008,3.0,0.0
527276150,RL,140.0,19138,Pave,,AllPub,Gilbert,1Fam,1Story,4,5,1951,1951,TA,TA,744.0,864.0,Y,864.0,2,1,4,Detchd,1951.0,2.0,400.0,TA,TA,Y,,141000.0,06,2010,1.0,0.0
903206170,RL,70.0,8737,Pave,,AllPub,BrkSide,1Fam,1.5Fin,6,7,1923,1950,TA,TA,765.0,1065.0,Y,1635.0,3,1,6,Detchd,1950.0,2.0,440.0,TA,TA,Y,,210000.0,05,2007,1.0,1.0
528490040,FV,68.0,8736,Pave,,AllPub,Somerst,1Fam,1Story,7,5,2003,2004,Gd,TA,422.0,1553.0,Y,1553.0,3,1,6,Attchd,2003.0,2.0,588.0,TA,TA,Y,,234500.0,08,2009,3.0,0.0
907130110,RL,65.0,12438,Pave,,AllPub,CollgCr,1Fam,2Story,6,5,1995,1995,Gd,TA,781.0,781.0,Y,1499.0,3,1,6,Attchd,1995.0,2.0,473.0,TA,TA,Y,,187000.0,08,2006,2.0,1.0
535150070,RL,,12513,Pave,,AllPub,NAmes,1Fam,1.5Fin,4,4,1920,2007,TA,Gd,715.0,715.0,Y,1738.0,4,1,7,Attchd,1920.0,1.0,368.0,TA,TA,Y,,104900.0,06,2009,2.0,0.0
528181080,RL,44.0,6442,Pave,,AllPub,NridgHt,TwnhsE,1Story,8,5,2006,2006,Gd,TA,1346.0,1370.0,Y,1370.0,2,1,6,Attchd,2006.0,2.0,484.0,TA,TA,Y,,202500.0,10,2007,2.0,0.0
916384100,RL,107.0,12852,Pave,,AllPub,Timber,1Fam,2Story,8,5,2007,2007,Gd,TA,150.0,920.0,Y,1780.0,3,1,6,Attchd,2007.0,2.0,612.0,TA,TA,Y,,264966.0,01,2008,3.0,1.0
527451650,RM,21.0,1680,Pave,,AllPub,BrDale,Twnhs,2Story,5,7,1972,1972,TA,TA,399.0,630.0,Y,1302.0,3,1,6,Detchd,1972.0,1.0,264.0,TA,TA,Y,,119500.0,02,2009,2.0,1.0
914476430,RL,82.0,11070,Pave,,AllPub,Mitchel,1Fam,1Story,5,5,1991,1991,TA,TA,1527.0,1582.0,Y,1595.0,2,1,5,Detchd,1991.0,2.0,672.0,TA,TA,Y,,152000.0,04,2009,3.0,0.0
527354160,RL,80.0,10400,Pave,,AllPub,NWAmes,1Fam,2Story,7,6,1980,1988,TA,TA,738.0,738.0,Y,2044.0,3,1,7,Attchd,1980.0,2.0,489.0,TA,TA,Y,,185000.0,03,2008,2.0,1.0
528290060,RL,,7750,Pave,,AllPub,Gilbert,1Fam,2Story,7,5,2003,2003,Gd,TA,660.0,660.0,Y,1320.0,3,1,6,Attchd,2003.0,2.0,400.0,TA,TA,Y,,162000.0,08,2007,2.0,1.0
916455050,RL,,6718,Pave,,AllPub,Timber,1Fam,1Story,8,5,2001,2001,Gd,TA,1017.0,1267.0,Y,1312.0,2,1,5,Attchd,2001.0,2.0,471.0,TA,TA,Y,,180500.0,01,2007,2.0,0.0
534476100,RL,80.0,9600,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1951,1951,TA,TA,60.0,1056.0,Y,1216.0,3,1,7,Attchd,1951.0,1.0,280.0,TA,TA,Y,,135000.0,05,2006,2.0,0.0
535383070,RL,90.0,5400,Pave,,AllPub,OldTown,1Fam,1.5Fin,4,6,1920,1950,Fa,TA,420.0,840.0,Y,1374.0,2,1,6,Detchd,1967.0,1.0,338.0,TA,TA,Y,,105000.0,10,2009,1.0,0.0
528429080,RL,75.0,14587,Pave,,AllPub,Somerst,1Fam,1Story,9,5,2008,2008,Gd,TA,1498.0,1498.0,Y,1506.0,2,1,6,Attchd,2008.0,2.0,592.0,TA,TA,Y,,264132.0,08,2008,2.0,0.0
903451090,RM,57.0,6876,Pave,,AllPub,IDOTRR,1Fam,2Story,6,5,1927,1950,TA,TA,198.0,720.0,Y,1930.0,4,1,8,Attchd,1927.0,1.0,316.0,TA,TA,Y,MnPrv,149000.0,08,2009,3.0,0.0
528294070,RL,66.0,8738,Pave,,AllPub,Gilbert,1Fam,2Story,7,5,1999,1999,Gd,TA,975.0,975.0,Y,2291.0,4,1,8,BuiltIn,1999.0,2.0,429.0,TA,TA,Y,,230000.0,02,2006,2.0,1.0
533250110,RL,22.0,11064,Pave,,AllPub,Veenker,TwnhsE,1Story,8,5,1995,1995,Gd,TA,0.0,1230.0,Y,1239.0,1,1,4,Attchd,1995.0,2.0,477.0,TA,TA,Y,,217500.0,08,2008,2.0,1.0
528445010,RL,85.0,10936,Pave,,AllPub,Somerst,1Fam,1Story,8,5,2006,2006,Gd,TA,1504.0,1504.0,Y,1504.0,3,1,7,Attchd,2006.0,2.0,510.0,TA,TA,Y,,199000.0,09,2006,2.0,0.0
923400040,RL,75.0,12508,Pave,,AllPub,Mitchel,1Fam,1.5Fin,6,7,1940,1985,TA,TA,323.0,983.0,Y,1750.0,4,1,7,Attchd,1989.0,1.0,423.0,TA,TA,Y,,160000.0,07,2008,3.0,0.0
534202020,RL,,9759,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1966,1966,TA,TA,252.0,1051.0,Y,1051.0,3,1,6,Attchd,1966.0,1.0,264.0,TA,TA,Y,,124400.0,03,2006,2.0,0.0
535452060,RL,70.0,7000,Pave,,AllPub,NAmes,1Fam,1Story,5,7,1960,2002,TA,TA,422.0,1010.0,Y,1134.0,2,1,6,Attchd,1960.0,1.0,254.0,TA,TA,Y,MnWw,135000.0,04,2007,1.0,0.0
911370540,RM,44.0,3842,Pave,,AllPub,Crawfor,TwnhsE,1Story,8,5,2004,2005,Gd,TA,221.0,1594.0,Y,1646.0,2,1,5,Attchd,2004.0,2.0,482.0,TA,TA,Y,,275000.0,01,2008,3.0,1.0
906201120,RL,83.0,11980,Pave,,AllPub,SawyerW,1Fam,1Story,7,5,1987,1987,Gd,TA,0.0,1433.0,Y,1433.0,1,1,4,Attchd,1987.0,2.0,528.0,Gd,Gd,Y,MnPrv,270000.0,06,2010,2.0,1.0
903458010,RM,60.0,7200,Pave,,AllPub,IDOTRR,1Fam,1Story,6,6,1930,1950,TA,TA,641.0,984.0,Y,984.0,3,1,6,Detchd,1930.0,1.0,308.0,TA,TA,N,,90000.0,03,2006,1.0,0.0
527108070,RL,42.0,14892,Pave,,AllPub,Gilbert,1Fam,1Story,9,5,2006,2007,Ex,TA,426.0,1746.0,Y,1746.0,3,1,7,Attchd,2006.0,3.0,758.0,TA,TA,Y,,377500.0,10,2009,3.0,0.0
902456015,C (all),63.0,4761,Pave,,AllPub,IDOTRR,1Fam,1.5Unf,3,3,1918,1950,Fa,Fa,1020.0,1020.0,N,1020.0,2,1,5,,,0.0,0.0,,,N,,64500.0,10,2006,1.0,0.0
535453070,RL,75.0,7500,Pave,,AllPub,NAmes,1Fam,1Story,5,7,1959,1994,TA,TA,0.0,1246.0,Y,1246.0,3,1,6,Attchd,1959.0,1.0,305.0,TA,TA,Y,GdPrv,154000.0,05,2010,2.0,1.0
531452180,RL,,9453,Pave,,AllPub,SawyerW,1Fam,2Story,7,7,1993,2003,Gd,TA,594.0,996.0,Y,1744.0,3,1,7,Attchd,1993.0,2.0,457.0,TA,TA,Y,,194500.0,02,2010,2.0,1.0
908102130,RL,75.0,9825,Pave,,AllPub,Edwards,Duplex,1Story,5,5,1965,1965,TA,TA,0.0,0.0,N,1664.0,4,2,8,,,0.0,0.0,,,Y,,100000.0,05,2010,2.0,0.0
527403040,RL,61.0,7930,Pave,,AllPub,NAmes,1Fam,1Story,6,8,1969,2005,TA,TA,115.0,1026.0,Y,1026.0,3,1,5,Detchd,1969.0,2.0,440.0,TA,TA,Y,,156000.0,07,2009,2.0,0.0
905427070,RL,120.0,13728,Pave,,AllPub,Edwards,1Fam,2Story,6,7,1935,1986,TA,TA,501.0,1127.0,Y,2108.0,4,1,7,Basment,1935.0,2.0,540.0,TA,TA,Y,,235000.0,07,2008,2.0,0.0
534276190,RL,74.0,7785,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1956,1956,TA,TA,0.0,0.0,Y,1014.0,2,1,6,Attchd,1956.0,1.0,267.0,TA,TA,Y,GdWo,98000.0,03,2008,1.0,0.0
907290140,RM,36.0,4435,Pave,,AllPub,CollgCr,TwnhsE,1Story,6,5,2003,2003,Gd,TA,189.0,848.0,Y,848.0,1,1,3,Attchd,2003.0,2.0,420.0,TA,TA,Y,,131500.0,11,2007,2.0,0.0
902106070,RM,50.0,6000,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,6,6,1927,1950,TA,TA,569.0,845.0,Y,1296.0,3,1,6,Detchd,1980.0,2.0,576.0,TA,TA,Y,,127500.0,07,2007,1.0,0.0
923276260,RL,70.0,7669,Pave,,AllPub,Mitchel,1Fam,SFoyer,5,6,1992,1993,TA,TA,0.0,828.0,Y,883.0,2,1,5,Detchd,1998.0,2.0,698.0,TA,TA,Y,GdPrv,149000.0,06,2009,2.0,0.0
903231130,RM,51.0,6120,Pave,,AllPub,BrkSide,1Fam,1Story,5,7,1931,1993,TA,TA,506.0,715.0,Y,875.0,2,1,5,Detchd,1931.0,1.0,180.0,Fa,TA,Y,,105000.0,11,2009,2.0,0.0
535179160,RL,80.0,10400,Pave,,AllPub,NAmes,1Fam,1Story,4,5,1956,1956,TA,TA,295.0,1200.0,Y,1200.0,3,1,6,Attchd,1956.0,1.0,294.0,TA,TA,Y,,144000.0,11,2009,2.0,0.0
905107380,RL,,9981,Pave,,AllPub,Sawyer,1Fam,1Story,5,5,1967,1967,TA,TA,852.0,1073.0,Y,1073.0,3,1,6,Attchd,1967.0,1.0,270.0,TA,TA,Y,MnPrv,120000.0,03,2008,1.0,0.0
902306120,RM,60.0,6000,Pave,Grvl,AllPub,OldTown,1Fam,2Story,5,9,1905,2005,Gd,TA,572.0,572.0,Y,1540.0,3,1,7,,,0.0,0.0,,,N,,129400.0,02,2008,1.0,1.0
528294060,RL,77.0,8390,Pave,,AllPub,Gilbert,1Fam,2Story,7,5,1999,1999,TA,TA,831.0,831.0,Y,1651.0,3,1,7,BuiltIn,1999.0,2.0,450.0,TA,TA,Y,,185900.0,05,2008,2.0,1.0
906380210,RL,64.0,6762,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2007,2007,Gd,TA,380.0,1282.0,Y,1290.0,2,1,6,Attchd,2007.0,2.0,662.0,TA,TA,Y,,200000.0,05,2009,3.0,0.0
902111010,RM,50.0,5633,Pave,Pave,AllPub,OldTown,1Fam,1Story,5,7,1925,1950,TA,TA,844.0,844.0,Y,844.0,2,1,5,Detchd,1925.0,1.0,216.0,TA,TA,N,,111500.0,07,2006,1.0,0.0
535101120,RL,65.0,8944,Pave,,AllPub,NAmes,Duplex,1Story,5,5,1967,1967,TA,TA,1584.0,1584.0,Y,1584.0,4,2,8,Detchd,1967.0,3.0,792.0,TA,TA,Y,,124000.0,04,2009,2.0,0.0
528228285,RL,43.0,3203,Pave,,AllPub,Blmngtn,TwnhsE,1Story,7,5,2006,2006,Gd,TA,1129.0,1145.0,Y,1145.0,2,1,6,Attchd,2006.0,2.0,437.0,TA,TA,Y,,160000.0,01,2010,2.0,0.0
906475200,RL,62.0,70761,Pave,,AllPub,ClearCr,1Fam,1Story,7,5,1975,1975,TA,TA,878.0,1533.0,Y,1533.0,2,1,5,Attchd,1975.0,2.0,576.0,TA,TA,Y,,280000.0,12,2006,3.0,0.0
528431110,RL,75.0,9986,Pave,,AllPub,Somerst,1Fam,1Story,8,5,2006,2007,Gd,TA,1795.0,1795.0,Y,1795.0,2,1,7,Attchd,2007.0,3.0,895.0,TA,TA,Y,,147000.0,02,2007,2.0,0.0
534479240,RL,79.0,9462,Pave,,AllPub,NAmes,1Fam,2Story,5,6,1949,1973,TA,TA,704.0,704.0,Y,1728.0,3,1,7,Attchd,1949.0,1.0,234.0,TA,TA,Y,MnPrv,137000.0,07,2006,1.0,1.0
528102120,RL,91.0,11825,Pave,,AllPub,NridgHt,1Fam,1Story,8,5,2006,2007,Gd,TA,1694.0,1694.0,Y,1694.0,3,1,7,Attchd,2006.0,3.0,856.0,TA,TA,Y,,322400.0,06,2007,2.0,0.0
902205130,RM,50.0,6000,Pave,,AllPub,OldTown,1Fam,1Story,4,4,1920,1950,TA,TA,710.0,960.0,Y,960.0,2,1,5,Detchd,1997.0,1.0,308.0,TA,TA,Y,,108500.0,07,2007,1.0,0.0
535325280,RL,60.0,7134,Pave,,AllPub,NAmes,1Fam,SLvl,5,5,1955,1955,TA,TA,0.0,384.0,Y,1360.0,3,1,6,Detchd,1962.0,2.0,572.0,TA,TA,Y,MnPrv,130000.0,02,2007,1.0,0.0
531376060,RL,65.0,7441,Pave,,AllPub,SawyerW,1Fam,1Story,7,5,2006,2006,Gd,TA,1461.0,1461.0,Y,1486.0,3,1,7,Attchd,2006.0,2.0,566.0,TA,TA,Y,,181000.0,06,2007,2.0,0.0
902302150,RM,85.0,13600,Pave,Grvl,AllPub,OldTown,2fmCon,2Story,5,5,1900,1950,TA,TA,662.0,662.0,N,2337.0,5,2,10,Detchd,1945.0,2.0,560.0,TA,TA,Y,,90000.0,09,2007,2.0,0.0
903206070,RL,,7010,Pave,,AllPub,BrkSide,1Fam,1.5Fin,5,5,1935,1950,TA,TA,849.0,1024.0,Y,1738.0,3,1,6,Detchd,1950.0,1.0,240.0,TA,TA,P,,153000.0,07,2008,2.0,0.0
535303050,RL,75.0,11310,Pave,,AllPub,NAmes,1Fam,1Story,6,5,1954,1954,TA,TA,1367.0,1367.0,Y,1375.0,2,1,5,Attchd,1954.0,2.0,451.0,TA,TA,Y,,140000.0,06,2006,1.0,0.0
534127270,RL,90.0,11700,Pave,,AllPub,NWAmes,1Fam,2Story,6,6,1968,1968,TA,TA,304.0,708.0,Y,1416.0,3,1,7,Attchd,1968.0,2.0,776.0,TA,TA,Y,,179900.0,05,2006,2.0,1.0
527110120,RL,57.0,8773,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,1997,1997,TA,TA,916.0,916.0,Y,1600.0,3,1,7,Attchd,1997.0,2.0,460.0,TA,TA,Y,,169000.0,08,2007,2.0,1.0
903430130,RM,153.0,4118,Pave,Grvl,AllPub,OldTown,1Fam,1Story,4,4,1941,1950,TA,TA,693.0,693.0,N,693.0,2,1,4,,,0.0,0.0,,,N,,52500.0,03,2006,1.0,0.0
527450250,RM,21.0,1680,Pave,,AllPub,BrDale,Twnhs,2Story,6,5,1973,1973,TA,TA,153.0,483.0,Y,987.0,2,1,5,Detchd,1973.0,1.0,264.0,TA,TA,Y,,100000.0,11,2008,2.0,1.0
528235120,RL,62.0,7415,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,2004,2004,TA,TA,80.0,839.0,Y,1593.0,3,1,8,Attchd,2004.0,2.0,398.0,TA,TA,Y,,193000.0,04,2008,3.0,1.0
905104110,RL,68.0,10265,Pave,,AllPub,Sawyer,1Fam,1Story,5,7,1967,2005,TA,Fa,234.0,992.0,Y,992.0,3,1,6,Attchd,1967.0,1.0,294.0,TA,TA,Y,MnPrv,145000.0,07,2008,2.0,0.0
908152060,RL,65.0,6285,Pave,,AllPub,Edwards,1Fam,SLvl,6,6,1976,1976,TA,Fa,456.0,960.0,Y,1044.0,3,1,7,Detchd,1976.0,2.0,528.0,TA,Fa,Y,,133500.0,04,2007,2.0,0.0
528386040,RL,56.0,14720,Pave,,AllPub,NoRidge,1Fam,1.5Fin,8,5,1995,1996,Gd,TA,1217.0,2033.0,Y,3238.0,4,1,9,Attchd,1996.0,3.0,666.0,TA,TA,Y,,410000.0,03,2010,3.0,1.0
528186120,RL,68.0,7820,Pave,,AllPub,NridgHt,TwnhsE,1Story,9,5,2007,2007,Ex,TA,1869.0,1869.0,Y,1869.0,2,1,6,Attchd,2007.0,2.0,617.0,TA,TA,Y,,318061.0,12,2007,2.0,0.0
905200350,RL,88.0,15312,Pave,,AllPub,Sawyer,1Fam,SLvl,6,5,1960,1960,TA,TA,550.0,1138.0,Y,1138.0,3,1,6,Attchd,1960.0,2.0,480.0,TA,TA,Y,MnPrv,148000.0,03,2009,1.0,1.0
905452120,RL,50.0,9360,Pave,,AllPub,Edwards,1Fam,2Story,6,8,1962,2001,Gd,TA,297.0,621.0,Y,1269.0,3,1,7,Detchd,1962.0,1.0,280.0,TA,TA,Y,GdWo,134500.0,11,2008,1.0,1.0
533212140,FV,30.0,3180,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,7,5,2007,2007,Gd,TA,689.0,689.0,Y,1392.0,2,1,5,Detchd,2007.0,2.0,540.0,TA,TA,Y,,146000.0,03,2008,2.0,0.0
903456090,RM,60.0,6780,Pave,,AllPub,IDOTRR,2fmCon,1.5Fin,6,8,1935,1982,TA,Fa,30.0,520.0,N,754.0,2,1,5,,,0.0,0.0,,,N,,84500.0,06,2006,2.0,0.0
527375160,RL,81.0,10530,Pave,,AllPub,NWAmes,1Fam,SLvl,6,6,1975,2000,TA,TA,127.0,675.0,Y,1875.0,3,1,8,Attchd,1975.0,2.0,485.0,TA,TA,Y,,184500.0,06,2006,3.0,0.0
527256120,RL,90.0,18261,Pave,,AllPub,StoneBr,1Fam,1Story,9,5,2005,2005,Ex,TA,494.0,1910.0,Y,2000.0,3,1,8,Attchd,2005.0,3.0,722.0,TA,TA,Y,,470000.0,09,2006,3.0,1.0
909475050,RL,,20693,Pave,,AllPub,Crawfor,1Fam,1Story,7,5,1971,1971,TA,TA,1262.0,1696.0,Y,1696.0,3,1,7,Attchd,1971.0,2.0,625.0,TA,TA,Y,GdWo,198000.0,02,2007,2.0,0.0
923250210,RL,100.0,21750,Pave,,AllPub,Mitchel,1Fam,1Story,5,5,1954,1954,TA,TA,988.0,988.0,Y,988.0,2,1,4,Attchd,1954.0,2.0,520.0,TA,TA,N,,113000.0,02,2008,1.0,0.0
905105070,RL,,8246,Pave,,AllPub,Sawyer,1Fam,1Story,5,8,1968,2001,TA,Gd,204.0,1060.0,Y,1060.0,3,1,6,Attchd,1968.0,1.0,270.0,TA,TA,Y,MnPrv,154000.0,05,2010,2.0,0.0
526354020,RL,90.0,11727,Pave,,AllPub,NAmes,1Fam,1Story,7,6,1969,1969,TA,Gd,1851.0,1851.0,Y,1851.0,3,1,8,Attchd,1969.0,2.0,506.0,TA,TA,Y,,192100.0,03,2006,2.0,0.0
902401060,RM,100.0,9045,Pave,,AllPub,OldTown,2fmCon,2Story,5,3,1910,1950,TA,Fa,840.0,840.0,N,2256.0,4,2,12,,,0.0,0.0,,,N,,76500.0,06,2010,2.0,0.0
532351060,RL,70.0,9100,Pave,,AllPub,Sawyer,1Fam,1Story,5,4,1962,1962,TA,TA,952.0,988.0,Y,988.0,3,1,6,Detchd,1977.0,2.0,624.0,TA,TA,Y,,129500.0,07,2006,2.0,0.0
923226180,RM,21.0,1470,Pave,,AllPub,MeadowV,Twnhs,SFoyer,4,6,1970,1970,TA,TA,108.0,630.0,Y,630.0,1,1,3,,,0.0,0.0,,,Y,,73000.0,04,2006,2.0,0.0
527452060,RL,,4928,Pave,,AllPub,NPkVill,TwnhsE,1Story,6,6,1976,1976,TA,TA,0.0,958.0,Y,958.0,2,1,5,Attchd,1976.0,2.0,440.0,TA,TA,Y,,143750.0,10,2009,2.0,0.0
535452120,RL,70.0,7910,Pave,,AllPub,NAmes,1Fam,SLvl,5,5,1960,1960,TA,TA,409.0,1075.0,Y,1507.0,4,1,7,Basment,1960.0,1.0,404.0,TA,TA,Y,GdWo,127000.0,08,2008,2.0,0.0
902205020,RM,50.0,5925,Pave,,AllPub,OldTown,1Fam,1.5Fin,4,6,1900,1950,TA,TA,0.0,570.0,N,1141.0,3,1,6,Detchd,1930.0,1.0,252.0,Fa,Fa,Y,,85000.0,05,2007,1.0,0.0
907414070,RL,65.0,8769,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2005,2005,Gd,TA,460.0,1169.0,Y,1190.0,2,1,5,Attchd,2005.0,2.0,578.0,TA,TA,Y,,173500.0,10,2007,3.0,0.0
903426200,RM,60.0,12900,Pave,Grvl,AllPub,OldTown,1Fam,2Story,6,8,1912,2009,Gd,Gd,780.0,780.0,Y,1560.0,3,1,7,,,0.0,0.0,,,N,,159900.0,05,2010,1.0,1.0
528174060,RL,34.0,5381,Pave,,AllPub,NridgHt,Twnhs,1Story,6,5,2005,2005,Gd,TA,406.0,1306.0,Y,1306.0,1,1,5,Attchd,2005.0,2.0,624.0,TA,TA,Y,,196000.0,08,2009,3.0,0.0
902427150,RM,52.0,8516,Pave,,AllPub,OldTown,1Fam,1Story,4,6,1958,2006,TA,TA,869.0,869.0,Y,1093.0,2,1,5,Detchd,1959.0,1.0,308.0,TA,TA,Y,,115500.0,05,2008,1.0,0.0
534178010,RL,80.0,10800,Pave,,AllPub,NWAmes,1Fam,1Story,6,5,1963,1963,TA,TA,171.0,1052.0,Y,1052.0,3,1,6,Attchd,1963.0,1.0,311.0,TA,TA,Y,,127000.0,02,2007,2.0,0.0
909101010,RL,67.0,12354,Pave,Grvl,AllPub,Edwards,1Fam,1.5Fin,6,8,1920,2000,TA,TA,684.0,684.0,Y,1196.0,3,1,7,Detchd,2005.0,2.0,528.0,TA,TA,Y,GdPrv,110000.0,08,2009,1.0,0.0
533221100,FV,,2117,Pave,,AllPub,Somerst,Twnhs,2Story,6,5,2000,2000,Gd,TA,320.0,756.0,Y,1525.0,3,1,5,Detchd,2000.0,2.0,440.0,TA,TA,Y,,177000.0,06,2007,2.0,1.0
902100130,RM,57.0,9906,Pave,Grvl,AllPub,OldTown,1Fam,2Story,4,4,1925,1950,TA,TA,686.0,686.0,N,1328.0,3,1,8,Detchd,1940.0,1.0,210.0,TA,TA,Y,,107000.0,09,2006,1.0,0.0
907252210,RL,,11838,Pave,,AllPub,CollgCr,1Fam,1Story,8,5,2001,2001,Gd,TA,1753.0,1753.0,Y,1788.0,3,1,7,Attchd,2001.0,2.0,522.0,TA,TA,Y,,236500.0,06,2009,2.0,0.0
535380130,RL,60.0,10818,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,4,4,1910,1950,TA,TA,1077.0,1077.0,Y,1760.0,4,1,7,Detchd,1935.0,2.0,648.0,Fa,TA,Y,,80000.0,02,2006,1.0,1.0
527450520,RM,21.0,1890,Pave,,AllPub,BrDale,Twnhs,2Story,6,6,1972,1972,TA,TA,0.0,483.0,Y,987.0,2,1,5,Detchd,1975.0,1.0,352.0,TA,TA,Y,,100500.0,04,2008,1.0,1.0
907414080,RL,64.0,8633,Pave,,AllPub,CollgCr,1Fam,2Story,6,5,2005,2005,Gd,TA,545.0,738.0,Y,1476.0,3,1,7,Attchd,2005.0,2.0,540.0,TA,TA,Y,,173500.0,02,2009,3.0,1.0
902477120,C (all),60.0,7879,Pave,,AllPub,IDOTRR,1Fam,1Story,4,5,1920,1950,TA,TA,225.0,720.0,N,720.0,2,1,4,,,0.0,0.0,,,N,GdWo,34900.0,11,2009,1.0,0.0
908127120,RL,63.0,13907,Pave,,AllPub,Edwards,1Fam,1Story,5,6,1940,1969,TA,TA,706.0,996.0,Y,996.0,3,1,6,,,0.0,0.0,,,Y,,108000.0,07,2008,2.0,0.0
908151040,RL,,9638,Pave,,AllPub,Edwards,1Fam,SLvl,6,6,1977,1977,TA,TA,541.0,1029.0,Y,1117.0,3,1,6,Attchd,1977.0,2.0,542.0,TA,TA,Y,,147000.0,11,2008,2.0,0.0
909254070,RL,54.0,7588,Pave,,AllPub,Crawfor,1Fam,2Story,7,6,1920,1950,TA,TA,441.0,793.0,Y,1802.0,4,1,9,Detchd,1920.0,1.0,216.0,Fa,TA,Y,,200100.0,07,2006,1.0,1.0
528445020,RL,70.0,9605,Pave,,AllPub,Somerst,1Fam,2Story,7,5,2006,2006,Gd,TA,982.0,982.0,Y,1977.0,3,1,7,Attchd,2006.0,3.0,574.0,TA,TA,Y,,250000.0,07,2007,2.0,1.0
528142110,RL,90.0,12378,Pave,,AllPub,NridgHt,1Fam,1Story,9,5,2003,2004,Gd,TA,622.0,1896.0,Y,1944.0,3,1,8,Attchd,2003.0,3.0,708.0,TA,TA,Y,,360000.0,11,2006,3.0,0.0
911102170,C (all),50.0,8500,Pave,Pave,AllPub,IDOTRR,1Fam,2Story,4,4,1920,1950,TA,Fa,649.0,649.0,N,1317.0,3,1,6,Detchd,1920.0,1.0,250.0,TA,Fa,N,MnPrv,40000.0,07,2008,1.0,0.0
909100170,RL,67.0,5604,Pave,,AllPub,Edwards,1Fam,1Story,5,6,1925,1950,TA,TA,396.0,864.0,N,864.0,2,1,5,,,0.0,0.0,,,Y,,98000.0,04,2008,2.0,0.0
535376090,RL,90.0,5400,Pave,,AllPub,OldTown,1Fam,1Story,5,7,1954,2000,TA,Gd,418.0,833.0,Y,833.0,2,1,4,Detchd,1955.0,1.0,326.0,TA,TA,Y,MnPrv,117000.0,08,2006,1.0,0.0
527328010,RL,,10464,Pave,,AllPub,NWAmes,1Fam,SFoyer,6,6,1980,1980,TA,TA,138.0,988.0,Y,1102.0,2,1,5,Attchd,1980.0,2.0,582.0,TA,TA,Y,,169000.0,06,2006,2.0,0.0
907290240,RM,,4426,Pave,,AllPub,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gd,TA,186.0,848.0,Y,848.0,1,1,3,Attchd,2004.0,2.0,420.0,TA,TA,Y,,143000.0,05,2010,2.0,0.0
